,loan_start,interest_rate_yearly,total,principal,interest,minimum_monthly_payment,additional_payment,loan_end
215,2339880.713409763,0.05495,20629.8906223936,4915.186855571395,10714.703766822206,0.0,5000.0,2329965.5265541915
216,2329965.5265541915,0.05495,20227.726111193202,4558.425637513799,10669.300473679401,0.0,5000.0,2320407.1009166776
217,2320407.1009166776,0.05495,20227.726111193202,4602.195261578914,10625.530849614286,0.0,5000.0,2310804.9056550986
218,2310804.9056550986,0.05495,20227.726111193202,4646.165314047563,10581.560797145637,0.0,5000.0,2301158.740341051
219,2301158.740341051,0.05495,20227.726111193202,4690.336712714805,10537.389398478395,0.0,5000.0,2291468.4036283363
220,2291468.4036283363,0.05495,20227.726111193202,4734.710379578444,10493.015731614756,0.0,5000.0,2281733.6932487576
221,2281733.6932487576,0.05495,20227.726111193202,4779.287240858264,10448.438870334936,0.0,5000.0,2271954.4060078994
222,2271954.4060078994,0.05495,20227.726111193202,4824.068227015361,10403.65788417784,0.0,5000.0,2262130.337780884
223,2262130.337780884,0.05495,20227.726111193202,4869.054272771569,10358.671838421631,0.0,5000.0,2252261.2835081127
224,2252261.2835081127,0.05495,20227.726111193202,4914.246317128969,10313.479794064231,0.0,5000.0,2242347.0371909835
225,2242347.0371909835,0.05495,20227.726111193202,4959.645303389489,10268.080807803712,0.0,5000.0,2232387.391887594
226,2232387.391887594,0.05495,20227.726111193202,5005.252179174593,10222.473932018607,0.0,5000.0,2222382.1397084193
227,2222382.1397084193,0.05495,20227.726111193202,5051.0678964450635,10176.658214748137,0.0,5000.0,2212331.071811974
228,2212331.071811974,0.05495,20000.0,4685.006836331562,10130.632699672331,184.36046399610677,5000.0,2202461.704511646
229,2202461.704511646,0.05495,20000.0,4730.200314094314,10085.439221909579,184.36046399610677,5000.0,2192547.143733556
230,2192547.143733556,0.05495,20000.0,4775.6007403239855,10040.038795679908,184.36046399610677,5000.0,2182587.1825292357
231,2182587.1825292357,0.05495,20000.0,4821.209062672102,9994.430473331791,184.36046399610677,5000.0,2172581.6130025676
232,2172581.6130025676,0.05495,20000.0,4867.026233129636,9948.613302874257,184.36046399610677,5000.0,2162530.226305442
233,2162530.226305442,0.05495,20000.0,4913.053208046891,9902.586327957002,184.36046399610677,5000.0,2152432.812633399
234,2152432.812633399,0.05495,20000.0,4959.290948153455,9856.348587850438,184.36046399610677,5000.0,2142289.1612212495
235,2142289.1612212495,0.05495,20000.0,5005.740418578256,9809.899117425637,184.36046399610677,5000.0,2132099.060338675
236,2132099.060338675,0.05495,20000.0,5052.402588869711,9763.236947134183,184.36046399610677,5000.0,2121862.297285809
